nombre_estado,cve_ent,nombre_municipio,cve_geo,nivel_priorizacion,tipo_vul,vulnerabilidad_actual,aumento_vulnerabilidad
Sonora,26,Trincheras,26064,Primer Nivel de Priorización,Producción forrajera en estrés hídrico,Muy Alto,Aumento
Sonora,26,Trincheras,26064,Primer Nivel de Priorización,Producción ganadera en estrés hídrico,Medio,Aumento
Sonora,26,Trincheras,26064,Primer Nivel de Priorización,Población expuesta al dengue,Bajo,Aumento
Sonora,26,Trincheras,26064,Primer Nivel de Priorización,Asentamientos humanos expuestos a deslaves,Alto,Aumento
Sonora,26,Trincheras,26064,Primer Nivel de Priorización,Producción ganadera en inundaciones,Medio,Aumento
Sonora,26,Trincheras,26064,Primer Nivel de Priorización,Asentamientos humanos expuestos a inundaciones,Medio,Aumento
Sonora,26,Tepache,26063,Primer Nivel de Priorización,Producción forrajera en estrés hídrico,Alto,Aumento
Sonora,26,Tepache,26063,Primer Nivel de Priorización,Producción ganadera en estrés hídrico,Medio,Aumento
Sonora,26,Tepache,26063,Primer Nivel de Priorización,Población expuesta al dengue,Medio,Aumento
Sonora,26,Tepache,26063,Primer Nivel de Priorización,Asentamientos humanos expuestos a deslaves,Alto,Aumento
Sonora,26,Tepache,26063,Primer Nivel de Priorización,Producción ganadera en inundaciones,Medio,Aumento
Sonora,26,Tepache,26063,Primer Nivel de Priorización,Asentamientos humanos expuestos a inundaciones,,
Sonora,26,Suaqui Grande,26062,,Producción forrajera en estrés hídrico,,
Sonora,26,Suaqui Grande,26062,,Producción ganadera en estrés hídrico,,
Sonora,26,Suaqui Grande,26062,,Población expuesta al dengue,,
Sonora,26,Suaqui Grande,26062,,Asentamientos humanos expuestos a deslaves,,
Sonora,26,Suaqui Grande,26062,,Producción ganadera en inundaciones,,
Sonora,26,Suaqui Grande,26062,,Asentamientos humanos expuestos a inundaciones,,
Sonora,26,Soyopa,26061,Primer Nivel de Priorización,Producción forrajera en estrés hídrico,Alto,Aumento
Sonora,26,Soyopa,26061,Primer Nivel de Priorización,Producción ganadera en estrés hídrico,Medio,Aumento
Sonora,26,Soyopa,26061,Primer Nivel de Priorización,Población expuesta al dengue,Medio,Aumento
Sonora,26,Soyopa,26061,Primer Nivel de Priorización,Asentamientos humanos expuestos a deslaves,Alto,Aumento
Sonora,26,Soyopa,26061,Primer Nivel de Priorización,Producción ganadera en inundaciones,Medio,Aumento
Sonora,26,Soyopa,26061,Primer Nivel de Priorización,Asentamientos humanos expuestos a inundaciones,,
Sonora,26,Sáric,26060,Primer Nivel de Priorización,Producción forrajera en estrés hídrico,Alto,Aumento
Sonora,26,Sáric,26060,Primer Nivel de Priorización,Producción ganadera en estrés hídrico,Medio,Aumento
Sonora,26,Sáric,26060,Primer Nivel de Priorización,Población expuesta al dengue,Medio,Aumento
Sonora,26,Sáric,26060,Primer Nivel de Priorización,Asentamientos humanos expuestos a deslaves,Alto,Aumento
Sonora,26,Sáric,26060,Primer Nivel de Priorización,Producción ganadera en inundaciones,Medio,Aumento
Sonora,26,Sáric,26060,Primer Nivel de Priorización,Asentamientos humanos expuestos a inundaciones,,
Sonora,26,Santa Cruz,26059,Primer Nivel de Priorización,Producción forrajera en estrés hídrico,Alto,Aumento
Sonora,26,Santa Cruz,26059,Primer Nivel de Priorización,Producción ganadera en estrés hídrico,Medio,Aumento
Sonora,26,Santa Cruz,26059,Primer Nivel de Priorización,Población expuesta al dengue,Bajo,Aumento
Sonora,26,Santa Cruz,26059,Primer Nivel de Priorización,Asentamientos humanos expuestos a deslaves,Alto,Aumento
Sonora,26,Santa Cruz,26059,Primer Nivel de Priorización,Producción ganadera en inundaciones,Medio,Aumento
Sonora,26,Santa Cruz,26059,Primer Nivel de Priorización,Asentamientos humanos expuestos a inundaciones,,
Sonora,26,Santa Ana,26058,Segundo Nivel de Priorización,Producción forrajera en estrés hídrico,Alto,Aumento
Sonora,26,Santa Ana,26058,Segundo Nivel de Priorización,Producción ganadera en estrés hídrico,Alto,Aumento
Sonora,26,Santa Ana,26058,Segundo Nivel de Priorización,Población expuesta al dengue,Bajo,Aumento
Sonora,26,Santa Ana,26058,Segundo Nivel de Priorización,Asentamientos humanos expuestos a deslaves,Medio,Aumento
Sonora,26,Santa Ana,26058,Segundo Nivel de Priorización,Producción ganadera en inundaciones,Alto,Aumento
Sonora,26,Santa Ana,26058,Segundo Nivel de Priorización,Asentamientos humanos expuestos a inundaciones,Medio,Aumento
Sonora,26,San Pedro de la Cueva,26057,Primer Nivel de Priorización,Producción forrajera en estrés hídrico,Alto,Aumento
Sonora,26,San Pedro de la Cueva,26057,Primer Nivel de Priorización,Producción ganadera en estrés hídrico,Medio,Aumento
Sonora,26,San Pedro de la Cueva,26057,Primer Nivel de Priorización,Población expuesta al dengue,Medio,Aumento
Sonora,26,San Pedro de la Cueva,26057,Primer Nivel de Priorización,Asentamientos humanos expuestos a deslaves,Alto,Aumento
Sonora,26,San Pedro de la Cueva,26057,Primer Nivel de Priorización,Producción ganadera en inundaciones,Medio,Aumento
Sonora,26,San Pedro de la Cueva,26057,Primer Nivel de Priorización,Asentamientos humanos expuestos a inundaciones,,
Sonora,26,San Miguel de Horcasitas,26056,Tercer Nivel de Priorización,Producción forrajera en estrés hídrico,Muy Alto,Aumento
Sonora,26,San Miguel de Horcasitas,26056,Tercer Nivel de Priorización,Producción ganadera en estrés hídrico,Alto,Aumento
Sonora,26,San Miguel de Horcasitas,26056,Tercer Nivel de Priorización,Población expuesta al dengue,Medio,Aumento
Sonora,26,San Miguel de Horcasitas,26056,Tercer Nivel de Priorización,Asentamientos humanos expuestos a deslaves,Alto,Aumento
Sonora,26,San Miguel de Horcasitas,26056,Tercer Nivel de Priorización,Producción ganadera en inundaciones,Medio,Aumento
Sonora,26,San Miguel de Horcasitas,26056,Tercer Nivel de Priorización,Asentamientos humanos expuestos a inundaciones,Alto,Aumento
Sonora,26,San Javier,26054,Tercer Nivel de Priorización,Producción forrajera en estrés hídrico,Muy Alto,Aumento
Sonora,26,San Javier,26054,Tercer Nivel de Priorización,Producción ganadera en estrés hídrico,Alto,
Sonora,26,San Javier,26054,Tercer Nivel de Priorización,Población expuesta al dengue,Bajo,
Sonora,26,San Javier,26054,Tercer Nivel de Priorización,Asentamientos humanos expuestos a deslaves,Muy Alto,Aumento
Sonora,26,San Javier,26054,Tercer Nivel de Priorización,Producción ganadera en inundaciones,Alto,
Sonora,26,San Javier,26054,Tercer Nivel de Priorización,Asentamientos humanos expuestos a inundaciones,,
Sonora,26,San Felipe de Jesús,26053,Primer Nivel de Priorización,Producción forrajera en estrés hídrico,Muy Alto,
Sonora,26,San Felipe de Jesús,26053,Primer Nivel de Priorización,Producción ganadera en estrés hídrico,Medio,Aumento
Sonora,26,San Felipe de Jesús,26053,Primer Nivel de Priorización,Población expuesta al dengue,Medio,Aumento
Sonora,26,San Felipe de Jesús,26053,Primer Nivel de Priorización,Asentamientos humanos expuestos a deslaves,Alto,Aumento
Sonora,26,San Felipe de Jesús,26053,Primer Nivel de Priorización,Producción ganadera en inundaciones,,
Sonora,26,San Felipe de Jesús,26053,Primer Nivel de Priorización,Asentamientos humanos expuestos a inundaciones,,
Sonora,26,Sahuaripa,26052,Primer Nivel de Priorización,Producción forrajera en estrés hídrico,Alto,Aumento
Sonora,26,Sahuaripa,26052,Primer Nivel de Priorización,Producción ganadera en estrés hídrico,Medio,Aumento
Sonora,26,Sahuaripa,26052,Primer Nivel de Priorización,Población expuesta al dengue,Medio,Aumento
Sonora,26,Sahuaripa,26052,Primer Nivel de Priorización,Asentamientos humanos expuestos a deslaves,Alto,Aumento
Sonora,26,Sahuaripa,26052,Primer Nivel de Priorización,Producción ganadera en inundaciones,Bajo,Aumento
Sonora,26,Sahuaripa,26052,Primer Nivel de Priorización,Asentamientos humanos expuestos a inundaciones,,
Sonora,26,Rosario,26051,Primer Nivel de Priorización,Producción forrajera en estrés hídrico,Alto,Aumento
Sonora,26,Rosario,26051,Primer Nivel de Priorización,Producción ganadera en estrés hídrico,Medio,
Sonora,26,Rosario,26051,Primer Nivel de Priorización,Población expuesta al dengue,Medio,
Sonora,26,Rosario,26051,Primer Nivel de Priorización,Asentamientos humanos expuestos a deslaves,,
Sonora,26,Rosario,26051,Primer Nivel de Priorización,Producción ganadera en inundaciones,Medio,
Sonora,26,Rosario,26051,Primer Nivel de Priorización,Asentamientos humanos expuestos a inundaciones,,
Sonora,26,San Luis Río Colorado,26055,Primer Nivel de Priorización,Producción forrajera en estrés hídrico,Muy Alto,Aumento
Sonora,26,San Luis Río Colorado,26055,Primer Nivel de Priorización,Producción ganadera en estrés hídrico,Medio,Aumento
Sonora,26,San Luis Río Colorado,26055,Primer Nivel de Priorización,Población expuesta al dengue,Bajo,Aumento
Sonora,26,San Luis Río Colorado,26055,Primer Nivel de Priorización,Asentamientos humanos expuestos a deslaves,,
Sonora,26,San Luis Río Colorado,26055,Primer Nivel de Priorización,Producción ganadera en inundaciones,,
Sonora,26,San Luis Río Colorado,26055,Primer Nivel de Priorización,Asentamientos humanos expuestos a inundaciones,Bajo,Aumento
Baja California,02,Tijuana,02004,,Producción forrajera en estrés hídrico,,
Baja California,02,Tijuana,02004,,Producción ganadera en estrés hídrico,,
Baja California,02,Tijuana,02004,,Población expuesta al dengue,,
Baja California,02,Tijuana,02004,,Asentamientos humanos expuestos a deslaves,,
Baja California,02,Tijuana,02004,,Producción ganadera en inundaciones,,
Baja California,02,Tijuana,02004,,Asentamientos humanos expuestos a inundaciones,,
Baja California,02,Tecate,02003,,Producción forrajera en estrés hídrico,,
Baja California,02,Tecate,02003,,Producción ganadera en estrés hídrico,,
Baja California,02,Tecate,02003,,Población expuesta al dengue,,
Baja California,02,Tecate,02003,,Asentamientos humanos expuestos a deslaves,,
Baja California,02,Tecate,02003,,Producción ganadera en inundaciones,,
Baja California,02,Tecate,02003,,Asentamientos humanos expuestos a inundaciones,,
Baja California,02,Playas de Rosarito,02005,Segundo Nivel de Priorización,Producción forrajera en estrés hídrico,Alto,Aumento
Baja California,02,Playas de Rosarito,02005,Segundo Nivel de Priorización,Producción ganadera en estrés hídrico,Alto,Aumento
Baja California,02,Playas de Rosarito,02005,Segundo Nivel de Priorización,Población expuesta al dengue,,Aumento
Baja California,02,Playas de Rosarito,02005,Segundo Nivel de Priorización,Asentamientos humanos expuestos a deslaves,Alto,Aumento
Baja California,02,Playas de Rosarito,02005,Segundo Nivel de Priorización,Producción ganadera en inundaciones,Medio,Aumento
Baja California,02,Playas de Rosarito,02005,Segundo Nivel de Priorización,Asentamientos humanos expuestos a inundaciones,,
Baja California,02,Mexicali,02002,,Producción forrajera en estrés hídrico,,
Baja California,02,Mexicali,02002,,Producción ganadera en estrés hídrico,,
Baja California,02,Mexicali,02002,,Población expuesta al dengue,,
Baja California,02,Mexicali,02002,,Asentamientos humanos expuestos a deslaves,,
Baja California,02,Mexicali,02002,,Producción ganadera en inundaciones,,
Baja California,02,Mexicali,02002,,Asentamientos humanos expuestos a inundaciones,,
Baja California,02,Ensenada,02001,,Producción forrajera en estrés hídrico,,
Baja California,02,Ensenada,02001,,Producción ganadera en estrés hídrico,,
Baja California,02,Ensenada,02001,,Población expuesta al dengue,,
Baja California,02,Ensenada,02001,,Asentamientos humanos expuestos a deslaves,,
Baja California,02,Ensenada,02001,,Producción ganadera en inundaciones,,
Baja California,02,Ensenada,02001,,Asentamientos humanos expuestos a inundaciones,,
Sonora,26,Guaymas,26029,Primer Nivel de Priorización,Producción forrajera en estrés hídrico,Alto,Aumento
Sonora,26,Guaymas,26029,Primer Nivel de Priorización,Producción ganadera en estrés hídrico,Bajo,Aumento
Sonora,26,Guaymas,26029,Primer Nivel de Priorización,Población expuesta al dengue,Medio,Aumento
Sonora,26,Guaymas,26029,Primer Nivel de Priorización,Asentamientos humanos expuestos a deslaves,Medio,Aumento
Sonora,26,Guaymas,26029,Primer Nivel de Priorización,Producción ganadera en inundaciones,Medio,Aumento
Sonora,26,Guaymas,26029,Primer Nivel de Priorización,Asentamientos humanos expuestos a inundaciones,Medio,Aumento
Sonora,26,Hermosillo,26030,,Producción forrajera en estrés hídrico,,
Sonora,26,Hermosillo,26030,,Producción ganadera en estrés hídrico,,
Sonora,26,Hermosillo,26030,,Población expuesta al dengue,,
Sonora,26,Hermosillo,26030,,Asentamientos humanos expuestos a deslaves,,
Sonora,26,Hermosillo,26030,,Producción ganadera en inundaciones,,
Sonora,26,Hermosillo,26030,,Asentamientos humanos expuestos a inundaciones,,
Baja California Sur,03,Loreto,03009,Primer Nivel de Priorización,Producción forrajera en estrés hídrico,Muy Alto,Aumento
Baja California Sur,03,Loreto,03009,Primer Nivel de Priorización,Producción ganadera en estrés hídrico,Alto,Aumento
Baja California Sur,03,Loreto,03009,Primer Nivel de Priorización,Población expuesta al dengue,Medio,Aumento
Baja California Sur,03,Loreto,03009,Primer Nivel de Priorización,Asentamientos humanos expuestos a deslaves,Medio,Aumento
Baja California Sur,03,Loreto,03009,Primer Nivel de Priorización,Producción ganadera en inundaciones,Medio,Aumento
Baja California Sur,03,Loreto,03009,Primer Nivel de Priorización,Asentamientos humanos expuestos a inundaciones,Bajo,Aumento
Baja California Sur,03,La Paz,03003,Primer Nivel de Priorización,Producción forrajera en estrés hídrico,Alto,Aumento
Baja California Sur,03,La Paz,03003,Primer Nivel de Priorización,Producción ganadera en estrés hídrico,Bajo,Aumento
Baja California Sur,03,La Paz,03003,Primer Nivel de Priorización,Población expuesta al dengue,Bajo,Aumento
Baja California Sur,03,La Paz,03003,Primer Nivel de Priorización,Asentamientos humanos expuestos a deslaves,Medio,Aumento
Baja California Sur,03,La Paz,03003,Primer Nivel de Priorización,Producción ganadera en inundaciones,Bajo,Aumento
Baja California Sur,03,La Paz,03003,Primer Nivel de Priorización,Asentamientos humanos expuestos a inundaciones,Bajo,Aumento
Baja California Sur,03,Mulegé,03002,,Producción forrajera en estrés hídrico,,
Baja California Sur,03,Mulegé,03002,,Producción ganadera en estrés hídrico,,
Baja California Sur,03,Mulegé,03002,,Población expuesta al dengue,,
Baja California Sur,03,Mulegé,03002,,Asentamientos humanos expuestos a deslaves,,
Baja California Sur,03,Mulegé,03002,,Producción ganadera en inundaciones,,
Baja California Sur,03,Mulegé,03002,,Asentamientos humanos expuestos a inundaciones,,
Baja California Sur,03,Comondú,03001,Primer Nivel de Priorización,Producción forrajera en estrés hídrico,Alto,Aumento
Baja California Sur,03,Comondú,03001,Primer Nivel de Priorización,Producción ganadera en estrés hídrico,Bajo,Aumento
Baja California Sur,03,Comondú,03001,Primer Nivel de Priorización,Población expuesta al dengue,Bajo,Aumento
Baja California Sur,03,Comondú,03001,Primer Nivel de Priorización,Asentamientos humanos expuestos a deslaves,Bajo,Aumento
Baja California Sur,03,Comondú,03001,Primer Nivel de Priorización,Producción ganadera en inundaciones,Bajo,Aumento
Baja California Sur,03,Comondú,03001,Primer Nivel de Priorización,Asentamientos humanos expuestos a inundaciones,Bajo,Aumento
Baja California Sur,03,Los Cabos,03008,Primer Nivel de Priorización,Producción forrajera en estrés hídrico,Alto,Aumento
Baja California Sur,03,Los Cabos,03008,Primer Nivel de Priorización,Producción ganadera en estrés hídrico,Medio,Aumento
Baja California Sur,03,Los Cabos,03008,Primer Nivel de Priorización,Población expuesta al dengue,Bajo,Aumento
Baja California Sur,03,Los Cabos,03008,Primer Nivel de Priorización,Asentamientos humanos expuestos a deslaves,Medio,Aumento
Baja California Sur,03,Los Cabos,03008,Primer Nivel de Priorización,Producción ganadera en inundaciones,Bajo,Aumento
Baja California Sur,03,Los Cabos,03008,Primer Nivel de Priorización,Asentamientos humanos expuestos a inundaciones,Medio,Aumento
Colima,06,Tecomán,06009,Primer Nivel de Priorización,Producción forrajera en estrés hídrico,Alto,Aumento
Colima,06,Tecomán,06009,Primer Nivel de Priorización,Producción ganadera en estrés hídrico,Bajo,Aumento
Colima,06,Tecomán,06009,Primer Nivel de Priorización,Población expuesta al dengue,Medio,Aumento
Colima,06,Tecomán,06009,Primer Nivel de Priorización,Asentamientos humanos expuestos a deslaves,Medio,
Colima,06,Tecomán,06009,Primer Nivel de Priorización,Producción ganadera en inundaciones,Medio,Aumento
Colima,06,Tecomán,06009,Primer Nivel de Priorización,Asentamientos humanos expuestos a inundaciones,Medio,Aumento
Colima,06,Manzanillo,06007,,Producción forrajera en estrés hídrico,,
Colima,06,Manzanillo,06007,,Producción ganadera en estrés hídrico,,
Colima,06,Manzanillo,06007,,Población expuesta al dengue,,
Colima,06,Manzanillo,06007,,Asentamientos humanos expuestos a deslaves,,
Colima,06,Manzanillo,06007,,Producción ganadera en inundaciones,,
Colima,06,Manzanillo,06007,,Asentamientos humanos expuestos a inundaciones,,
Colima,06,Armería,06001,Primer Nivel de Priorización,Producción forrajera en estrés hídrico,Alto,Aumento
Colima,06,Armería,06001,Primer Nivel de Priorización,Producción ganadera en estrés hídrico,Bajo,Aumento
Colima,06,Armería,06001,Primer Nivel de Priorización,Población expuesta al dengue,Alto,Aumento
Colima,06,Armería,06001,Primer Nivel de Priorización,Asentamientos humanos expuestos a deslaves,Medio,
Colima,06,Armería,06001,Primer Nivel de Priorización,Producción ganadera en inundaciones,Medio,Aumento
Colima,06,Armería,06001,Primer Nivel de Priorización,Asentamientos humanos expuestos a inundaciones,Medio,Aumento
Colima,06,Coquimatlán,06004,Primer Nivel de Priorización,Producción forrajera en estrés hídrico,Medio,Aumento
Colima,06,Coquimatlán,06004,Primer Nivel de Priorización,Producción ganadera en estrés hídrico,Bajo,Aumento
Colima,06,Coquimatlán,06004,Primer Nivel de Priorización,Población expuesta al dengue,Medio,Aumento
Colima,06,Coquimatlán,06004,Primer Nivel de Priorización,Asentamientos humanos expuestos a deslaves,Alto,Aumento
Colima,06,Coquimatlán,06004,Primer Nivel de Priorización,Producción ganadera en inundaciones,Medio,Aumento
Colima,06,Coquimatlán,06004,Primer Nivel de Priorización,Asentamientos humanos expuestos a inundaciones,Alto,Aumento
Colima,06,Villa de Álvarez,06010,,Producción forrajera en estrés hídrico,,
Colima,06,Villa de Álvarez,06010,,Producción ganadera en estrés hídrico,,
Colima,06,Villa de Álvarez,06010,,Población expuesta al dengue,,
Colima,06,Villa de Álvarez,06010,,Asentamientos humanos expuestos a deslaves,,
Colima,06,Villa de Álvarez,06010,,Producción ganadera en inundaciones,,
Colima,06,Villa de Álvarez,06010,,Asentamientos humanos expuestos a inundaciones,,
Colima,06,Comala,06003,,Producción forrajera en estrés hídrico,,
Colima,06,Comala,06003,,Producción ganadera en estrés hídrico,,
Colima,06,Comala,06003,,Población expuesta al dengue,,
Colima,06,Comala,06003,,Asentamientos humanos expuestos a deslaves,,
Colima,06,Comala,06003,,Producción ganadera en inundaciones,,
Colima,06,Comala,06003,,Asentamientos humanos expuestos a inundaciones,,
Colima,06,Minatitlán,06008,Primer Nivel de Priorización,Producción forrajera en estrés hídrico,Alto,Aumento
Colima,06,Minatitlán,06008,Primer Nivel de Priorización,Producción ganadera en estrés hídrico,Medio,Aumento
Colima,06,Minatitlán,06008,Primer Nivel de Priorización,Población expuesta al dengue,Medio,Aumento
Colima,06,Minatitlán,06008,Primer Nivel de Priorización,Asentamientos humanos expuestos a deslaves,Alto,Aumento
Colima,06,Minatitlán,06008,Primer Nivel de Priorización,Producción ganadera en inundaciones,Medio,Aumento
Colima,06,Minatitlán,06008,Primer Nivel de Priorización,Asentamientos humanos expuestos a inundaciones,,
Colima,06,Colima,06002,Primer Nivel de Priorización,Producción forrajera en estrés hídrico,Alto,Aumento
Colima,06,Colima,06002,Primer Nivel de Priorización,Producción ganadera en estrés hídrico,Medio,Aumento
Colima,06,Colima,06002,Primer Nivel de Priorización,Población expuesta al dengue,Bajo,Aumento
Colima,06,Colima,06002,Primer Nivel de Priorización,Asentamientos humanos expuestos a deslaves,Medio,Aumento
Colima,06,Colima,06002,Primer Nivel de Priorización,Producción ganadera en inundaciones,Medio,Aumento
Colima,06,Colima,06002,Primer Nivel de Priorización,Asentamientos humanos expuestos a inundaciones,,
Colima,06,Ixtlahuacán,06006,Primer Nivel de Priorización,Producción forrajera en estrés hídrico,Alto,Aumento
Colima,06,Ixtlahuacán,06006,Primer Nivel de Priorización,Producción ganadera en estrés hídrico,Medio,Aumento
Colima,06,Ixtlahuacán,06006,Primer Nivel de Priorización,Población expuesta al dengue,Medio,Aumento
Colima,06,Ixtlahuacán,06006,Primer Nivel de Priorización,Asentamientos humanos expuestos a deslaves,Medio,
Colima,06,Ixtlahuacán,06006,Primer Nivel de Priorización,Producción ganadera en inundaciones,,
Colima,06,Ixtlahuacán,06006,Primer Nivel de Priorización,Asentamientos humanos expuestos a inundaciones,Medio,Aumento
Colima,06,Cuauhtémoc,06005,Segundo Nivel de Priorización,Producción forrajera en estrés hídrico,Alto,Aumento
Colima,06,Cuauhtémoc,06005,Segundo Nivel de Priorización,Producción ganadera en estrés hídrico,Medio,Aumento
Colima,06,Cuauhtémoc,06005,Segundo Nivel de Priorización,Población expuesta al dengue,Medio,Aumento
Colima,06,Cuauhtémoc,06005,Segundo Nivel de Priorización,Asentamientos humanos expuestos a deslaves,Alto,Aumento
Colima,06,Cuauhtémoc,06005,Segundo Nivel de Priorización,Producción ganadera en inundaciones,Alto,Aumento
Colima,06,Cuauhtémoc,06005,Segundo Nivel de Priorización,Asentamientos humanos expuestos a inundaciones,,
Nayarit,18,Acaponeta,18001,Primer Nivel de Priorización,Producción forrajera en estrés hídrico,Alto,Aumento
Nayarit,18,Acaponeta,18001,Primer Nivel de Priorización,Producción ganadera en estrés hídrico,Bajo,Aumento
Nayarit,18,Acaponeta,18001,Primer Nivel de Priorización,Población expuesta al dengue,Bajo,Aumento
Nayarit,18,Acaponeta,18001,Primer Nivel de Priorización,Asentamientos humanos expuestos a deslaves,,
Nayarit,18,Acaponeta,18001,Primer Nivel de Priorización,Producción ganadera en inundaciones,Medio,Aumento
Nayarit,18,Acaponeta,18001,Primer Nivel de Priorización,Asentamientos humanos expuestos a inundaciones,Medio,Aumento
Nayarit,18,Ahuacatlán,18002,,Producción forrajera en estrés hídrico,,
Nayarit,18,Ahuacatlán,18002,,Producción ganadera en estrés hídrico,,
Nayarit,18,Ahuacatlán,18002,,Población expuesta al dengue,,
Nayarit,18,Ahuacatlán,18002,,Asentamientos humanos expuestos a deslaves,,
Nayarit,18,Ahuacatlán,18002,,Producción ganadera en inundaciones,,
Nayarit,18,Ahuacatlán,18002,,Asentamientos humanos expuestos a inundaciones,,
Nayarit,18,Amatlán de Cañas,18003,Primer Nivel de Priorización,Producción forrajera en estrés hídrico,Muy Alto,Aumento
Nayarit,18,Amatlán de Cañas,18003,Primer Nivel de Priorización,Producción ganadera en estrés hídrico,Medio,Aumento
Nayarit,18,Amatlán de Cañas,18003,Primer Nivel de Priorización,Población expuesta al dengue,Medio,Aumento
Nayarit,18,Amatlán de Cañas,18003,Primer Nivel de Priorización,Asentamientos humanos expuestos a deslaves,Alto,Aumento
Nayarit,18,Amatlán de Cañas,18003,Primer Nivel de Priorización,Producción ganadera en inundaciones,,
Nayarit,18,Amatlán de Cañas,18003,Primer Nivel de Priorización,Asentamientos humanos expuestos a inundaciones,,
Nayarit,18,Huajicori,18005,,Producción forrajera en estrés hídrico,,
Nayarit,18,Huajicori,18005,,Producción ganadera en estrés hídrico,,
Nayarit,18,Huajicori,18005,,Población expuesta al dengue,,
Nayarit,18,Huajicori,18005,,Asentamientos humanos expuestos a deslaves,,
Nayarit,18,Huajicori,18005,,Producción ganadera en inundaciones,,
Nayarit,18,Huajicori,18005,,Asentamientos humanos expuestos a inundaciones,,
Nayarit,18,Ixtlán del Río,18006,,Producción forrajera en estrés hídrico,,
Nayarit,18,Ixtlán del Río,18006,,Producción ganadera en estrés hídrico,,
Nayarit,18,Ixtlán del Río,18006,,Población expuesta al dengue,,
Nayarit,18,Ixtlán del Río,18006,,Asentamientos humanos expuestos a deslaves,,
Nayarit,18,Ixtlán del Río,18006,,Producción ganadera en inundaciones,,
Nayarit,18,Ixtlán del Río,18006,,Asentamientos humanos expuestos a inundaciones,,
Nayarit,18,Jala,18007,,Producción forrajera en estrés hídrico,,
Nayarit,18,Jala,18007,,Producción ganadera en estrés hídrico,,
Nayarit,18,Jala,18007,,Población expuesta al dengue,,
Nayarit,18,Jala,18007,,Asentamientos humanos expuestos a deslaves,,
Nayarit,18,Jala,18007,,Producción ganadera en inundaciones,,
Nayarit,18,Jala,18007,,Asentamientos humanos expuestos a inundaciones,,
Nayarit,18,Xalisco,18008,,Producción forrajera en estrés hídrico,,
Nayarit,18,Xalisco,18008,,Producción ganadera en estrés hídrico,,
Nayarit,18,Xalisco,18008,,Población expuesta al dengue,,
Nayarit,18,Xalisco,18008,,Asentamientos humanos expuestos a deslaves,,
Nayarit,18,Xalisco,18008,,Producción ganadera en inundaciones,,
Nayarit,18,Xalisco,18008,,Asentamientos humanos expuestos a inundaciones,,
Nayarit,18,Del Nayar,18009,,Producción forrajera en estrés hídrico,,
Nayarit,18,Del Nayar,18009,,Producción ganadera en estrés hídrico,,
Nayarit,18,Del Nayar,18009,,Población expuesta al dengue,,
Nayarit,18,Del Nayar,18009,,Asentamientos humanos expuestos a deslaves,,
Nayarit,18,Del Nayar,18009,,Producción ganadera en inundaciones,,
Nayarit,18,Del Nayar,18009,,Asentamientos humanos expuestos a inundaciones,,
Nayarit,18,Ruíz,18011,,Producción forrajera en estrés hídrico,,
Nayarit,18,Ruíz,18011,,Producción ganadera en estrés hídrico,,
Nayarit,18,Ruíz,18011,,Población expuesta al dengue,,
Nayarit,18,Ruíz,18011,,Asentamientos humanos expuestos a deslaves,,
Nayarit,18,Ruíz,18011,,Producción ganadera en inundaciones,,
Nayarit,18,Ruíz,18011,,Asentamientos humanos expuestos a inundaciones,,
Nayarit,18,San Pedro Lagunillas,18013,,Producción forrajera en estrés hídrico,,
Nayarit,18,San Pedro Lagunillas,18013,,Producción ganadera en estrés hídrico,,
Nayarit,18,San Pedro Lagunillas,18013,,Población expuesta al dengue,,
Nayarit,18,San Pedro Lagunillas,18013,,Asentamientos humanos expuestos a deslaves,,
Nayarit,18,San Pedro Lagunillas,18013,,Producción ganadera en inundaciones,,
Nayarit,18,San Pedro Lagunillas,18013,,Asentamientos humanos expuestos a inundaciones,,
Nayarit,18,Santa María del Oro,18014,,Producción forrajera en estrés hídrico,,
Nayarit,18,Santa María del Oro,18014,,Producción ganadera en estrés hídrico,,
Nayarit,18,Santa María del Oro,18014,,Población expuesta al dengue,,
Nayarit,18,Santa María del Oro,18014,,Asentamientos humanos expuestos a deslaves,,
Nayarit,18,Santa María del Oro,18014,,Producción ganadera en inundaciones,,
Nayarit,18,Santa María del Oro,18014,,Asentamientos humanos expuestos a inundaciones,,
Nayarit,18,Tecuala,18016,Primer Nivel de Priorización,Producción forrajera en estrés hídrico,Medio,Aumento
Nayarit,18,Tecuala,18016,Primer Nivel de Priorización,Producción ganadera en estrés hídrico,Bajo,Aumento
Nayarit,18,Tecuala,18016,Primer Nivel de Priorización,Población expuesta al dengue,Bajo,Aumento
Nayarit,18,Tecuala,18016,Primer Nivel de Priorización,Asentamientos humanos expuestos a deslaves,Medio,
Nayarit,18,Tecuala,18016,Primer Nivel de Priorización,Producción ganadera en inundaciones,Bajo,Aumento
Nayarit,18,Tecuala,18016,Primer Nivel de Priorización,Asentamientos humanos expuestos a inundaciones,Alto,Aumento
Nayarit,18,Tepic,18017,Primer Nivel de Priorización,Producción forrajera en estrés hídrico,Alto,Aumento
Nayarit,18,Tepic,18017,Primer Nivel de Priorización,Producción ganadera en estrés hídrico,Bajo,Aumento
Nayarit,18,Tepic,18017,Primer Nivel de Priorización,Población expuesta al dengue,Bajo,Aumento
