system:index,01,02,03,04,05,06,07,08,CVEGEO,CVE_ENT,CVE_MUN,NOMGEO,n_year,.geo
00000000000000000857,46.904259810080895,26.686663612952604,13.537369804198926,24.338278516210043,27.341843746602535,261.98257718392864,397.53749176172107,219.52510591653677,30019,30,019,Astacinga,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000858,170.20332300663,83.38046537579358,46.50688711954999,50.68918547534735,20.966572241831596,340.47790340945045,536.664838283212,242.1597103666241,30042,30,042,Colipa,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000859,99.03813695207907,12.283253708046672,15.72458811472727,19.1554653364922,18.94925606602588,305.1155318088147,466.4443623828083,170.31958720375533,30043,30,043,Comapa,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000085a,76.34557448075434,24.7393451502548,36.223288150894454,30.22976461798488,29.074901917218476,341.61978964482694,469.2667894596844,273.59798180885326,30044,30,044,C�rdoba,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000085b,106.9763899234425,59.78429897620462,40.425174081975776,57.16266001046788,45.67840753380549,385.8289484094639,554.8192020027853,229.2316360532587,30047,30,047,Coscomatepec,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000085c,79.58659903271031,11.606000523297105,9.239971977584004,15.352541216885164,8.364358137146079,249.56262916987268,505.9182455802696,203.49344755004736,30049,30,049,Cotaxtla,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000085d,95.7327856689203,36.916426724293196,48.995480346679685,42.846740276669806,31.36301519180358,532.1500213745096,809.4805655682674,440.0223330067807,30052,30,052,Cuichapa,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000085e,37.4148264089233,21.73684222308252,10.260385336095998,24.867614614594093,40.695374670319225,213.01511358163918,301.7650392731772,126.66110338884607,30099,30,099,Maltrata,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000085f,66.33905644715522,13.778877418348758,5.225077644300527,9.158795941498783,6.147171201003552,193.36758734145266,464.24894458212566,192.72680555130398,30100,30,100,Manlio Fabio Altamirano,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000860,78.96048921097896,31.86663225775768,24.037294152185,42.45758769514415,39.25331071388477,292.6412648909814,430.6255636454026,175.89314937701013,30101,30,101,Mariano Escobedo,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000861,35.575654165910265,24.068428098389298,29.593403958416232,37.256653952165706,17.907294456452536,297.6956483073325,601.2009271533447,437.66520429270435,30103,30,103,Mecatl�n,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000862,43.421317069789175,34.73099798526931,12.92009769506818,12.450235144140795,5.885177936774421,220.20719937882598,311.5445821835918,79.67879655639788,30189,30,189,Tuxpan,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000863,54.43158953932784,17.722394509130975,22.84383250448223,25.52944033427682,6.33411646831132,263.77130452342635,366.2139555538745,233.2187008968803,30190,30,190,Tuxtilla,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000864,63.895596318497056,11.032739252422546,7.379871423829114,7.434594766892182,6.9399204220734845,239.92924598830604,528.4493267064543,217.46202994968638,30191,30,191,Ursulo Galv�n,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000865,165.88546545312533,71.17704255005962,40.53350311531788,41.88559466406853,17.919434782718486,370.6880850200776,579.0673674137959,242.4558014183394,30192,30,192,Vega de Alatorre,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000866,80.32862056136784,15.703486157326125,8.278490452118863,11.668018533522002,5.913512990977367,221.9011381495413,587.8028914638885,257.92363253810817,30105,30,105,Medell�n de Bravo,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000867,53.7671134630839,31.22156579374063,15.787069551872483,27.35212169221856,29.451572191895856,284.3848218146504,431.63985955209444,224.63229936132527,30184,30,184,Tlaquilpa,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000868,73.2379698153631,35.72446568120162,10.777962805741607,24.693217105185227,20.168085511064636,234.52630477016908,438.5027297379548,416.37574068594864,30172,30,172,Texistepec,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000869,60.57814772495362,31.952149095560983,29.73570027312821,31.655361769334327,27.403684234121094,378.5018203518958,574.2659503803098,326.20309851272407,30171,30,171,Texhuac�n,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000086a,26.02282232380359,27.87584976211329,25.44141518011271,30.80720173700051,17.851964674211132,316.015366016391,894.2296470325684,244.66569528203,30170,30,170,Texcatepec,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000086b,70.81445008160108,12.84894159555585,23.615412868176602,31.36312546622802,7.638215697264049,308.07170880361207,544.5739767390944,296.60098278864945,30207,30,207,Tres Valles,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000086c,69.0967271576757,32.60184264805006,29.83736131916875,29.33237779242513,37.34422426897546,352.39340619352527,558.8624682384989,273.6496117068374,30135,30,135,Rafael Delgado,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000086d,75.61710810262528,8.443744482318985,10.337264685363039,10.057501311300218,10.329871964714355,258.7103754556014,435.37357587369974,148.56740528493762,30134,30,134,Puente Nacional,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000086e,69.75914510436678,34.19117976032372,31.23247131296624,32.53512125010026,31.45410712756042,388.84502726608736,616.1441680117196,335.06459026990524,30137,30,137,Los Reyes,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000086f,93.48691244125366,34.616696988523394,42.10064576092889,35.469051722319335,32.224832746427914,472.2156893354195,712.5212415844786,393.830710018694,30196,30,196,Yanga,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000870,166.67464465497713,70.32898594551321,38.43812224481354,58.06976352668593,22.825647539176547,389.42656666009333,594.3209766987144,251.5990345941785,30197,30,197,Yecuatla,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000871,21.58934716682451,24.411184788877286,15.66070161748968,34.274652073486415,18.76095802663195,300.4653042347124,764.4122943591296,203.04971349649188,30198,30,198,Zacualpan,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000872,58.94874978981507,21.892760752359347,16.525027546073485,50.79434298692926,6.169697365880594,169.13925752007543,303.7609770763646,153.36816448895627,30139,30,139,Saltabarranca,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000873,81.20016186411789,33.5473058863384,43.55952267530488,46.99139918470983,39.92424119809052,380.9656838452253,538.7696908043653,268.47998778921806,30186,30,186,Tomatl�n,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000874,101.71963610701205,15.407374594695774,19.661686313336183,24.606570582927095,22.61897144444852,328.6444230917481,512.092114591047,216.89633396430693,30200,30,200,Zentla,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000875,67.85297894555663,27.410814367183033,36.171540580540956,32.36853214343443,25.51323105043438,402.45112023930875,653.3340124292114,454.7517598795432,30201,30,201,Zongolica,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000876,30.281270424155302,26.968887617421704,25.66143188276956,29.8062320799674,15.634618978805644,318.29723423456363,913.8140847898084,248.45181238263154,30202,30,202,Zontecomatl�n de L�pez y Fuentes,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000877,185.02803881166895,39.558552906847915,40.890131100063066,36.02520529398639,13.495656017509672,265.50491280192097,173.10600888253592,318.4483481004936,30204,30,204,Agua Dulce,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000878,55.23867271138948,14.616582162711653,17.233935682228328,24.00383728477929,15.591933978948129,177.21343207698433,289.2272453992356,103.87565206358785,30194,30,194,Villa Aldama,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000879,49.74911625984988,27.451008182361814,10.243610280423075,25.5954210664677,29.552417027118377,243.17030276999054,351.69211783730907,167.92222800137804,30195,30,195,Xoxocotla,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000087a,94.62042791994368,26.218954300303256,29.097308576218015,31.567595814096446,26.746534402083324,386.8709391870592,575.8745406646301,288.2815292024746,30021,30,021,Atoyac,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000087b,60.66663485599582,30.92204100656598,23.69165580126704,30.436498656592473,33.44657347811617,306.98006805508953,468.9309788599527,231.16978806931812,30020,30,020,Atlahuilco,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000087c,73.54216421770128,28.91173982883685,17.696118454906824,25.49710782733617,15.292455666631625,261.8705578451328,370.2348667402952,422.30333912833623,30199,30,199,Zaragoza,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000087d,176.71983952331544,45.50908749389648,35.87663911247253,41.03615159573406,16.267190306425093,248.8321710333824,255.87852330684663,372.0760548152924,30206,30,206,Nanchital de L�zaro C�rdenas del R�o,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000087e,133.61272675469078,40.78239121363008,25.526913541132178,39.16166763613542,13.661357795629632,258.4613011397839,428.00118562826043,396.2836554900429,30122,30,122,Pajapan,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000087f,64.79817765468898,43.14436039032809,20.655674079153883,20.44441720480067,36.008798560441356,474.08152153508905,568.107520273271,537.624236451297,30210,30,210,Uxpanapa,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000880,90.99713084566399,56.13096414544585,49.877497706883084,26.315946726101007,8.825726094854637,372.99114884244693,396.1024084963292,199.94486105945492,30211,30,211,San Rafael,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000881,50.66504638560244,17.982123747037324,21.574838373151128,43.91917811581445,19.851451965664946,341.94485567405036,717.2015632728619,518.3604983945113,30212,30,212,Santiago Sochiapan,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000882,101.08040691774285,11.778289049063158,11.836136045028915,12.29068094367412,5.959425598471913,235.04070065690718,704.9906545724443,307.2917671214289,30028,30,028,Boca del R�o,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000883,49.281193734789056,23.13341278565599,33.74066272269775,39.113358119066206,21.639342301579713,297.50903791528896,670.2019091565224,425.0070883814652,30203,30,203,Zozocolco de Hidalgo,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000884,16.22406536313497,17.41516395620831,9.601899265086269,21.256748989224885,12.211985978196052,219.39639009815096,648.2769274847693,109.10947737732467,30205,30,205,El Higo,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000885,34.007300929615994,26.84169571669226,24.21080826741292,31.92996021518293,16.310996372082798,319.9304939298331,884.3502927888429,227.35046745222178,30027,30,027,Benito Ju�rez,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000886,116.57249915811437,27.063587911030247,34.79659641988179,33.2187225614022,29.440632452449858,375.431451552013,503.68390577079276,171.80470415720575,30026,30,026,Banderilla,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000887,70.49658091112654,14.836898670868672,18.680980672227577,22.132045565157757,38.64718248332258,260.3961665633561,418.5732212922676,116.36562630722418,30025,30,025,Ayahualulco,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000888,21.083829408251372,13.853053869481858,5.13729624441882,18.60387526300616,40.94203051053525,162.99719694259903,211.72360438874313,90.59848193149992,30018,30,018,Aquila,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000889,161.29569141364937,44.24491144309965,23.89817583740803,32.3590828090554,17.866090319719266,308.7570846059382,534.6175626170846,171.13563581601312,30009,30,009,Alto Lucero de Guti�rrez Barrios,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000088a,111.53197316291244,17.38387742212492,24.55309451344267,21.091087726475976,27.84835105938918,373.46782551350367,498.31550193428774,151.27551143802324,30024,30,024,Tlaltetela,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000088b,93.9259170006247,18.550498080484164,14.397489604389046,16.308665451594504,11.092435073434011,258.61454683358045,503.8699844278617,180.1148682475754,30004,30,004,Actopan,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000088c,90.54025552271756,46.01155757268687,51.367467578137585,54.15244348411696,18.549412768173028,335.9566329790031,482.83856336609045,311.3992274079379,30023,30,023,Atzalan,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000088d,48.364595916985124,26.70800212278205,17.962706452709135,26.820049935183626,37.769865574473044,256.5217593785396,395.478183153659,182.0900369646859,30030,30,030,Camerino Z. Mendoza,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000088e,68.80627022815656,31.812673548422968,32.40405801086074,31.68443310204615,33.97248295662867,357.18340976336935,573.7087775582685,305.86911852368,30168,30,168,Tequila,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000088f,111.90861882718556,38.680200717951124,27.029614296826452,32.397101511288845,24.105156265872896,315.55519047978396,479.7411699625864,137.73981462215838,30166,30,166,Tepetl�n,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000890,117.90922312245114,24.101948865497384,30.508151662258697,35.143523823061976,33.03163425510621,410.28454648884355,596.7230816506246,294.03425535036405,30165,30,165,Tepatlaxco,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000891,129.7227559414777,24.235226583751764,39.173713611833975,30.045413764126195,38.78068063190827,481.05889247287286,595.861281588222,177.6233615766872,30164,30,164,Teocelo,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000892,73.21086771837628,8.875617132184079,7.7926171699901925,9.19426661224976,7.580517172365743,223.84782878276843,445.2142553704215,176.62298708151346,30126,30,126,Paso de Ovejas,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000893,46.92610114691914,22.413116635792502,29.083806126359576,37.90018430921533,17.765508668358077,278.00134126836997,569.3263491022414,399.7272037260774,30050,30,050,Coxquihui,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000894,126.1847863833586,24.405863385507907,34.5626706004679,31.942759331666583,42.696946344275524,450.9169455833253,593.1507010924583,188.9109651141617,30046,30,046,Cosautl�n de Carvajal,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000895,22.447043768601706,16.522817902098254,10.03648990362396,13.160648754788815,9.025863643987945,186.2173051469075,423.3245695282718,120.8917469554581,30121,30,121,Ozuluama de Mascare�as,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000896,35.91536074021473,9.30496135527778,9.100937592341761,17.461178147006265,19.918510781617044,137.77257227184396,249.38447154370124,68.05276873822484,30128,30,128,Perote,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000897,113.50828502513467,44.420178284868605,34.621796949766576,43.69150443415151,25.68977832366363,307.32189972666674,492.6233121715486,195.72955829766576,30106,30,106,Miahuatl�n,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000898,65.06792759409923,28.026093732525496,13.05919347466109,35.33246832644779,12.912307207063286,251.04302416260015,473.1174669825388,438.66126461257477,30145,30,145,Soconusco,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000899,124.51304897140052,33.03901683582979,32.160206963034234,35.334273981717956,49.601303122937665,353.4991498896304,544.677171566907,232.8574435921276,30146,30,146,Sochiapa,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000089a,50.47786540492826,27.046968702845245,12.396824806325348,27.351301064988153,34.10300058687129,239.73621418130415,349.9566123195988,161.14659635463224,30147,30,147,Soledad Atzompa,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000089b,82.90787744213995,11.00461939215693,8.299201694661063,12.845387826568063,9.74776581375009,202.50259115223443,447.53606852142576,169.19205564720184,30148,30,148,Soledad de Doblado,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000089c,78.53233453778486,41.21199764346301,17.24365969234297,40.76529889957823,11.370629690716138,242.02095945375098,552.4979850928864,396.07240450902026,30149,30,149,Soteapan,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000089d,33.13114375386703,30.968166274282694,11.473678221327193,16.69544380534512,8.660524434606279,209.21444102161178,382.31672000583507,148.40337678715417,30150,30,150,Tamal�n,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000089e,102.86614493960214,41.32334886493037,24.75414950446088,48.0189005936648,14.178544464283561,218.82595149498647,507.9599076168678,401.7732418376339,30104,30,104,Mecayapan,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000089f,89.2259171955536,56.54947849147575,64.93692779704084,32.230427941679004,9.167638796156849,309.52006050323683,368.7128822365254,254.1164489294702,30102,30,102,Mart�nez de la Torre,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008a0,130.03714896328626,88.34689460217372,33.146623551266856,62.67781384862525,49.00846142629251,363.0262649126808,550.9427453152184,205.95313629305474,30008,30,008,Alpatl�huac,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008a1,107.99304167586578,29.273843539487704,33.236976860877355,37.61689902559396,41.13352721387155,367.12406072521856,537.1216321561999,227.93999763741323,30071,30,071,Huatusco,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008a2,107.85955564771237,32.36122126010672,26.33107087003636,30.182182808920142,25.66964124793101,332.1573303582451,486.24036107552104,150.08253804946543,30112,30,112,Naolinco,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008a3,73.53819326260714,37.87717582316405,20.47579757590234,48.64200570267493,9.663732266505393,216.126127069165,522.7720780501171,375.68392231386673,30032,30,032,Catemaco,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008a4,165.46705074846716,47.16362618894389,43.627937492768076,38.69828324838561,20.750711555658338,275.5536835859205,267.80048958317593,415.06957313991353,30111,30,111,Moloac�n,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008a5,60.21917118461832,26.33163801556386,29.358428146990455,31.019870484666342,24.807739533317847,365.0726440543274,580.574516034658,380.4687944014731,30110,30,110,Mixtla de Altamirano,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008a6,81.56273816775212,9.398496775600545,11.554216823834912,16.13401620075294,12.605959190311927,225.11626547334185,445.2980376388947,158.39784730923776,30007,30,007,Camar�n de Tejeda,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008a7,61.300842636051364,37.351058127674165,20.90052933094906,8.269132032417094,5.515434986642528,224.05280810674054,300.54013999118365,84.30594618070235,30033,30,033,Cazones de Herrera,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008a8,32.572588607316725,21.111015796017437,8.124482612767629,22.259394121984524,38.90570073909454,197.94059683165153,263.2168857309159,120.82321923460049,30006,30,006,Acultzingo,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008a9,80.17594695091248,35.25760269165039,43.04644775390625,34.290072260424495,33.132532984018326,403.31765853613615,645.3450412750244,397.4157087802887,30041,30,041,Coetzala,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008aa,34.59103618654312,23.21331254026315,25.206597353942204,35.451798960018614,12.529020357042455,298.2464368452761,606.7080147425334,355.4702915044887,30051,30,051,Coyutla,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008ab,56.93485400206869,16.21171424299565,23.421953979074456,29.189979802062513,6.895529230653958,258.9941981521134,426.73031268767807,216.11779711237122,30045,30,045,Cosamaloapan de Carpio,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008ac,84.64814255624351,31.00511693191819,41.99745324505983,32.86285811940972,30.568975234692193,397.6653179853007,609.469954649002,352.7012042607503,30014,30,014,Amatl�n de los Reyes,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008ad,45.764966325783554,40.65266464957528,15.91678990047761,21.541818853821475,7.55843214910228,218.1152625593857,453.09959926400137,145.34454499704592,30013,30,013,Naranjos Amatl�n,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008ae,63.117224859100006,24.224267191450362,16.875173309039628,35.82644250113113,6.055609643370507,191.71493777663105,310.1359613620339,133.474233478968,30005,30,005,Acula,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008af,95.46318762891528,50.382052451619266,22.134093546155672,48.603162285308066,41.13781644228211,288.8392084158114,415.921729549642,174.4086434450711,30127,30,127,La Perla,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008b0,81.40125876523375,58.879634364823964,48.62362848832102,20.942709814836363,5.545534033594054,315.4336159033429,313.4210963446147,106.38726109764228,30069,30,069,Guti�rrez Zamora,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008b1,113.13414650325534,42.617471260360524,30.608666094043585,33.09479694167164,25.357608416692717,307.2803305457759,482.8215167190455,157.7298270748763,30002,30,002,Acatl�n,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008b2,108.93783459936687,65.61897550045272,22.373033812557974,52.262886405547235,50.907096451124794,315.9530262370699,475.94974480458467,180.5401733762388,30029,30,029,Calcahualco,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008b3,40.52730315089226,26.56572708010674,15.599873194098473,15.582666624127013,7.1629122364235815,227.5291576379743,498.1018501132726,120.63191843431908,30034,30,034,Cerro Azul,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008b4,34.056326397934285,23.054388815736573,15.189791269527856,19.863355150189992,8.822258353623509,212.38403837224345,544.786786677277,136.9182442914389,30035,30,035,Citlalt�petl,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008b5,112.4143307202838,32.18338511027203,34.35167698847815,38.86610367064487,26.163394494377883,321.37449793011876,511.1893267186811,203.77643895890424,30036,30,036,Coacoatzintla,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008b6,28.85667634932376,21.645438038841796,25.462224175258235,32.052946128982796,14.177062141812064,311.83523568367457,650.9092544060386,415.5143544331441,30037,30,037,Coahuitl�n,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008b7,125.27468911102612,28.34852527670613,33.53599138991827,29.449194898282844,31.515128331321964,440.6954595076286,487.12742044021536,160.19592832141552,30038,30,038,Coatepec,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008b8,172.14815586332995,45.40625970529712,37.60678688608937,37.59713497614156,15.370000030848598,260.343596925921,249.98470756043554,352.7626047357616,30039,30,039,Coatzacoalcos,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008b9,42.54921240423632,23.61651419494962,23.305314269689852,29.19500548264663,8.860227963390118,238.6052306505153,418.2898534878973,192.06337943485428,30040,30,040,Coatzintla,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008ba,43.91837683927665,23.365031947209996,31.98779130213469,36.87243190302866,18.69506732936254,281.24251420584,573.5132415873334,447.18922102335586,30064,30,064,Chumatl�n,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008bb,104.91420627178749,18.540200307526167,20.377524761613888,18.108388127093505,19.61003273178361,320.5170777713646,462.4918968858093,130.6455387291141,30065,30,065,Emiliano Zapata,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008bc,47.510329931960506,21.864813338024728,26.69316458579707,35.86227866016525,13.435077109430257,258.05544379463413,482.9967833666728,309.91489855797,30066,30,066,Espinal,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008bd,31.774854866027827,23.403750161488848,30.330313921610514,37.064700685098764,17.75559540590936,288.4144292942145,618.7324253463744,424.47888077545167,30067,30,067,Filomeno Mata,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008be,76.88352250830864,27.873304946906508,39.598809894014764,31.984116675013063,33.15162485887883,350.2282230337291,520.4953251986084,288.9952320166806,30068,30,068,Fort�n,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008bf,86.63158754387068,47.505331082258074,11.657398782508935,19.00892513101766,26.82420598617901,326.4153503863555,532.1383502223235,529.8741212290626,30070,30,070,Hidalgotitl�n,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008c0,97.25000984294434,31.18124176612945,22.386096867848206,41.336793895117886,14.693335747329018,280.4158892761474,420.7975145870903,398.8593761958674,30059,30,059,Chinameca,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008c1,16.72865430619406,20.785656004470322,10.897689530382987,23.126429975822052,16.085682230379593,235.31718849157886,513.8580720174831,131.07463672072342,30072,30,072,Huayacocotla,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008c2,55.23560619840267,24.088218629832717,11.923967822318208,29.347838247506527,7.679099103270021,205.7910532124444,439.0595743276216,300.6884782206104,30073,30,073,Hueyapan de Ocampo,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008c3,124.69677699555952,36.94406590153773,22.040976715882618,34.65237764013117,15.134957454179725,260.4180993672833,334.91124970138065,420.0335944143931,30048,30,048,Cosoleacaque,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008c4,68.80738032947887,25.571488423780963,16.000693104483865,29.615455386652187,13.368288855661046,277.9633740972389,408.1245553276755,384.91735822504216,30120,30,120,Oteapan,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008c5,58.88498549863515,31.26736808110432,27.080942975469384,26.590782533927136,35.90855380120765,300.2721842376582,477.7032772087188,217.0394257048526,30074,30,074,Huiloapan de Cuauht�moc,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008c6,55.55560861030643,18.233812076503806,14.450936952517353,25.206000307800128,6.810011836355825,196.82702084767877,392.15033337639494,182.99478642402227,30075,30,075,Ignacio de la Llave,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008c7,82.49075521213906,32.67050714476008,39.87644059893111,41.040018990950685,35.67599315849513,387.0502958396277,587.4297114661042,263.1104223230775,30022,30,022,Atzacan,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008c8,78.54204016146453,33.33308399034583,36.38572830531908,32.94088350229937,37.719500953736514,413.9668075915588,667.2340955153755,355.0216065800708,30098,30,098,Magdalena,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008c9,114.11722593077764,27.559170914032485,24.237791259196335,29.255478999879927,28.998081155504362,358.592077620879,546.4166834222725,167.68946997763547,30001,30,001,Acajete,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008ca,99.20100448515409,24.522455710672734,24.06712124407156,37.196735188374575,19.970444998131583,267.2442388475076,383.48153810868723,154.15824079581128,30107,30,107,Las Minas,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008cb,29.10706348978387,17.213076208715155,13.625050574218186,18.389800985243994,10.27911802022341,228.53401534831644,564.2370278511632,132.14115370644305,30078,30,078,Ixcatepec,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008cc,110.49725324453105,63.17003861729723,51.159134371595215,50.46277715198712,16.895400032650464,326.48346717773836,470.17877066277913,277.5399484333591,30109,30,109,Misantla,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
